搜索指数,1,0.0,2018-12-17~2018-12-23,印小天,周上升榜,100%,上升460位
搜索指数,2,0.0,2018-12-17~2018-12-23,钟欣潼,周上升榜,88.48%,上升407位
搜索指数,3,0.0,2018-12-17~2018-12-23,边潇潇,周上升榜,84.78%,上升390位
搜索指数,4,0.0,2018-12-17~2018-12-23,吴奇隆,周上升榜,63.04%,上升290位
搜索指数,5,0.0,2018-12-17~2018-12-23,杜淳,周上升榜,61.3%,上升282位
搜索指数,6,0.0,2018-12-17~2018-12-23,刘恺威,周上升榜,42.61%,上升196位
搜索指数,7,0.0,2018-12-17~2018-12-23,王鸥,周上升榜,32.61%,上升150位
搜索指数,8,0.0,2018-12-17~2018-12-23,张柏芝,周上升榜,23.91%,上升110位
搜索指数,9,0.0,2018-12-17~2018-12-23,刘诗诗,周上升榜,23.91%,上升110位
搜索指数,10,0.0,2018-12-17~2018-12-23,周深,周上升榜,16.74%,上升77位
搜索指数,11,0.0,2018-12-17~2018-12-23,贾乃亮,周上升榜,16.3%,上升75位
搜索指数,12,0.0,2018-12-17~2018-12-23,谢霆锋,周上升榜,13.7%,上升63位
搜索指数,13,0.0,2018-12-17~2018-12-23,ANGELABABY,周上升榜,12.83%,上升59位
搜索指数,14,0.0,2018-12-17~2018-12-23,周润发,周上升榜,9.13%,上升42位
搜索指数,15,0.0,2018-12-17~2018-12-23,王菲,周上升榜,8.91%,上升41位
搜索指数,16,0.0,2018-12-17~2018-12-23,何炅,周上升榜,8.48%,上升39位
搜索指数,17,0.0,2018-12-17~2018-12-23,赵薇,周上升榜,6.96%,上升32位
搜索指数,18,0.0,2018-12-17~2018-12-23,毛不易,周上升榜,6.52%,上升30位
搜索指数,19,0.0,2018-12-17~2018-12-23,张杰,周上升榜,6.3%,上升29位
搜索指数,20,0.0,2018-12-17~2018-12-23,彦希,周上升榜,5.87%,上升27位
搜索指数,1,0.0,2018-12-10~2018-12-16,童瑶,周上升榜,100%,上升351位
搜索指数,2,0.0,2018-12-10~2018-12-16,蔡少芬,周上升榜,93.73%,上升329位
搜索指数,3,0.0,2018-12-10~2018-12-16,薛佳凝,周上升榜,92.31%,上升324位
搜索指数,4,0.0,2018-12-10~2018-12-16,张晋,周上升榜,78.35%,上升275位
搜索指数,5,0.0,2018-12-10~2018-12-16,董子健,周上升榜,67.52%,上升237位
搜索指数,6,0.0,2018-12-10~2018-12-16,杨烁,周上升榜,61.82%,上升217位
搜索指数,7,0.0,2018-12-10~2018-12-16,王凯,周上升榜,42.45%,上升149位
搜索指数,8,0.0,2018-12-10~2018-12-16,程潇,周上升榜,33.05%,上升116位
搜索指数,9,0.0,2018-12-10~2018-12-16,李嘉欣,周上升榜,23.08%,上升81位
搜索指数,10,0.0,2018-12-10~2018-12-16,炎亚纶,周上升榜,22.51%,上升79位
搜索指数,11,0.0,2018-12-10~2018-12-16,宋伊人,周上升榜,18.8%,上升66位
搜索指数,12,0.0,2018-12-10~2018-12-16,李易峰,周上升榜,15.67%,上升55位
搜索指数,13,0.0,2018-12-10~2018-12-16,王嘉尔,周上升榜,15.67%,上升55位
搜索指数,14,0.0,2018-12-10~2018-12-16,章子怡,周上升榜,14.81%,上升52位
搜索指数,15,0.0,2018-12-10~2018-12-16,张学友,周上升榜,12.54%,上升44位
搜索指数,16,0.0,2018-12-10~2018-12-16,沈腾,周上升榜,12.25%,上升43位
搜索指数,17,0.0,2018-12-10~2018-12-16,桥本环奈,周上升榜,11.11%,上升39位
搜索指数,18,0.0,2018-12-10~2018-12-16,林心如,周上升榜,10.83%,上升38位
搜索指数,19,0.0,2018-12-10~2018-12-16,张一山,周上升榜,9.97%,上升35位
搜索指数,20,0.0,2018-12-10~2018-12-16,酒井法子,周上升榜,9.97%,上升35位
搜索指数,1,0.0,2018-12-03~2018-12-09,彦希,周上升榜,100%,上升248位
搜索指数,2,0.0,2018-12-03~2018-12-09,张卫健,周上升榜,75.81%,上升188位
搜索指数,3,0.0,2018-12-03~2018-12-09,周深,周上升榜,0.00%,上升124位
搜索指数,4,0.0,2018-12-03~2018-12-09,罗云熙,周上升榜,43.15%,上升107位
搜索指数,5,0.0,2018-12-03~2018-12-09,陈乔恩,周上升榜,38.71%,上升96位
搜索指数,6,0.0,2018-12-03~2018-12-09,陈冠希,周上升榜,25.4%,上升63位
搜索指数,7,0.0,2018-12-03~2018-12-09,宋轶,周上升榜,22.58%,上升56位
搜索指数,8,0.0,2018-12-03~2018-12-09,吴谨言,周上升榜,21.77%,上升54位
搜索指数,9,0.0,2018-12-03~2018-12-09,翟天临,周上升榜,21.37%,上升53位
搜索指数,10,0.0,2018-12-03~2018-12-09,邱泽,周上升榜,20.16%,上升50位
搜索指数,11,0.0,2018-12-03~2018-12-09,黄晓明,周上升榜,18.55%,上升46位
搜索指数,12,0.0,2018-12-03~2018-12-09,杨洋,周上升榜,17.34%,上升43位
搜索指数,13,0.0,2018-12-03~2018-12-09,赵薇,周上升榜,16.53%,上升41位
搜索指数,14,0.0,2018-12-03~2018-12-09,张艺兴,周上升榜,15.73%,上升39位
搜索指数,15,0.0,2018-12-03~2018-12-09,曹曦文,周上升榜,14.52%,上升36位
搜索指数,16,0.0,2018-12-03~2018-12-09,冯提莫,周上升榜,13.31%,上升33位
搜索指数,17,0.0,2018-12-03~2018-12-09,秦岚,周上升榜,11.29%,上升28位
搜索指数,18,0.0,2018-12-03~2018-12-09,刀郎,周上升榜,10.89%,上升27位
搜索指数,19,0.0,2018-12-03~2018-12-09,辛芷蕾,周上升榜,9.68%,上升24位
